id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
SRR5575364_k141_4566:3861-4757	30	12	897	0	100.00%	100%
SRR5575365_k141_1228:1535-2431	30	12	897	0	100.00%	100%
SRR5575421_k141_536:1395-2291	30	12	897	0	100.00%	100%
SRR7217525_k141_95:2411-3307	30	12	897	0	100.00%	100%
SRR7280833_k119_6801:2081-2977	30	12	897	0	100.00%	100%
SRR7280907_k119_3273:96-992	30	12	897	0	100.00%	100%
SRR7716249_k141_12114:2359-3255	30	12	897	0	100.00%	100%
SRR25947475_k141_30928:22388-23284	31	2	897	1	100	100%
SRR25947479_k141_2333:22348-23244	31	2	897	0	100.00%	100%
SRR4305222_k119_24735:38526-39398	32	2	873	1	100	100%
SRR4408200_k119_3946:2384-3256	32	2	873	0	99.89%	100%
SRR4408164_k119_12753:119-991	33	1	873	1	100	100%
SRR25947477_k141_61615:8235-9098	34	2	864	1	100	100%
SRR7281054_k119_36776:8-871	34	2	864	0	99.88%	100%
SRR4408246_k119_107597:117112-117972	35	2	861	1	100	100%
SRR7217540_k141_1397:29388-30248	35	2	861	0	100.00%	100%
SRR13622718_k141_17777:17683-18540	36	49	858	1	100	100%
SRR25947302_k141_21996:3691-4548	36	49	858	0	99.77%	100%
SRR25947309_k141_29427:1733-2590	36	49	858	0	99.88%	100%
SRR25947360_k141_21952:4860-5717	36	49	858	0	100.00%	100%
SRR25947441_k141_56756:1895-2752	36	49	858	0	100.00%	100%
SRR25947442_k141_12823:3943-4800	36	49	858	0	100.00%	100%
SRR25947497_k141_63061:21775-22632	36	49	858	0	99.77%	100%
SRR25947506_k141_65129:5906-6763	36	49	858	0	99.88%	100%
SRR4305088_k119_3997:40-897	36	49	858	0	100.00%	100%
SRR4305187_k119_2461:5141-5998	36	49	858	0	99.42%	100%
SRR4305222_k119_24735:58282-59139	36	49	858	0	100.00%	100%
SRR4305286_k119_6692:3981-4838	36	49	858	0	99.77%	100%
SRR4305316_k119_7253:4893-5750	36	49	858	0	99.77%	100%
SRR4408055_k119_16325:37091-37948	36	49	858	0	100.00%	100%
SRR4408073_k119_2539:657-1514	36	49	858	0	100.00%	100%
SRR4408082_k119_9547:14307-15164	36	49	858	0	100.00%	100%
SRR4408109_k119_21579:300-1157	36	49	858	0	100.00%	100%
SRR4408171_k119_7052:4061-4918	36	49	858	0	99.77%	100%
SRR4408231_k119_19114:289-1146	36	49	858	0	100.00%	100%
SRR5575363_k141_3576:7021-7878	36	49	858	0	100.00%	100%
SRR5575426_k141_1806:9499-10356	36	49	858	0	99.88%	100%
SRR7217567_k141_2922:1655-2512	36	49	858	0	99.77%	100%
SRR7217571_k141_7015:73367-74224	36	49	858	0	100.00%	100%
SRR7217669_k141_1774:446-1303	36	49	858	0	100.00%	100%
SRR7217670_k141_1826:1954-2811	36	49	858	0	100.00%	100%
SRR7217686_k141_1548:5666-6523	36	49	858	0	99.65%	100%
SRR7217687_k141_5134:634-1491	36	49	858	0	100.00%	100%
SRR7217690_k141_1434:13013-13870	36	49	858	0	100.00%	100%
SRR7217700_k141_6061:13043-13900	36	49	858	0	100.00%	100%
SRR7217702_k141_5218:9397-10254	36	49	858	0	100.00%	100%
SRR7217795_k141_24914:8502-9359	36	49	858	0	100.00%	100%
SRR7217842_k141_13469:1956-2813	36	49	858	0	100.00%	100%
SRR7217867_k141_9280:11832-12689	36	49	858	0	100.00%	100%
SRR7217875_k141_11815:7165-8022	36	49	858	0	99.65%	100%
SRR7280833_k119_4493:30426-31283	36	49	858	0	100.00%	100%
SRR7280842_k119_3928:8289-9146	36	49	858	0	100.00%	100%
SRR7280843_k119_2737:8004-8861	36	49	858	0	100.00%	100%
SRR7281045_k119_7023:635-1492	36	49	858	0	100.00%	100%
SRR7281073_k119_3455:11179-12036	36	49	858	0	100.00%	100%
SRR7716237_k141_2749:12398-13255	36	49	858	0	100.00%	100%
SRR7716239_k141_4043:9537-10394	36	49	858	0	99.65%	100%
SRR7716242_k141_9373:12398-13255	36	49	858	0	100.00%	100%
SRR7716249_k141_23172:12398-13255	36	49	858	0	100.00%	100%
SRR8942373_k119_443:1026-1883	36	49	858	0	100.00%	100%
SRR8942384_k119_512:7068-7925	36	49	858	0	100.00%	100%
SRR8942402_k119_5209:4061-4918	36	49	858	0	99.77%	100%
SRR8942416_k119_2610:570-1427	36	49	858	0	100.00%	100%
SRR8942422_k119_829:347-1204	36	49	858	0	100.00%	100%
SRR9865797_k141_6382:1926-2783	36	49	858	0	100.00%	100%
SRR25947192_k141_30284:652-1503	37	1	852	1	100	100%
SRR25947158_k141_9972:999-1847	38	14	849	1	100	100%
SRR7217886_k141_996:1073-1921	38	14	849	0	99.88%	100%
SRR13622718_k141_17777:3348-4184	38	14	837	0	99.88%	98%
SRR25947560_k141_15271:3923-4759	38	14	837	0	99.88%	98%
SRR4305360_k119_10641:69511-70347	38	14	837	0	99.88%	98%
SRR4305488_k119_577:6405-7241	38	14	837	0	99.88%	98%
SRR4408123_k119_8314:4540-5376	38	14	837	0	99.88%	98%
SRR5575420_k141_359:51836-52672	38	14	837	0	99.88%	98%
SRR7217728_k141_23758:1116-1952	38	14	837	0	99.88%	98%
SRR7281064_k119_3342:2180-3016	38	14	837	0	99.88%	98%
SRR7716239_k141_3177:755-1591	38	14	837	0	99.76%	98%
SRR7716241_k141_4755:2982-3818	38	14	837	0	99.88%	98%
SRR8942392_k119_31487:6266-7102	38	14	837	0	99.88%	98%
SRR4408073_k119_2539:1941-2705	38	14	765	0	99.74%	90%
SRR4305075_k119_21959:13556-14398	39	1	843	1	100	100%
SRR4305052_k119_24056:1089-1928	40	3	840	1	100	100%
SRR4408007_k119_19551:300-1139	40	3	840	0	99.88%	100%
SRR4408052_k119_4419:11735-12574	40	3	840	0	100.00%	100%
SRR25947364_k141_12336:54868-55701	41	18	834	1	100	100%
SRR25947439_k141_24291:809-1642	41	18	834	0	100.00%	100%
SRR25947497_k141_63061:20356-21189	41	18	834	0	100.00%	100%
SRR4305074_k119_6462:131-964	41	18	834	0	100.00%	100%
SRR4305189_k119_2337:3166-3999	41	18	834	0	100.00%	100%
SRR4408062_k119_10644:1130-1963	41	18	834	0	100.00%	100%
SRR4408073_k119_239:4362-5195	41	18	834	0	100.00%	100%
SRR4408082_k119_9547:18370-19203	41	18	834	0	99.88%	100%
SRR4408164_k119_13938:1650-2483	41	18	834	0	100.00%	100%
SRR5575360_k141_5248:18924-19757	41	18	834	0	100.00%	100%
SRR5575426_k141_1806:5481-6314	41	18	834	0	99.76%	100%
SRR7217519_k141_8496:530-1363	41	18	834	0	100.00%	100%
SRR7217585_k141_7322:4189-5022	41	18	834	0	100.00%	100%
SRR7217886_k141_996:3035-3868	41	18	834	0	100.00%	100%
SRR7281064_k119_4720:129-962	41	18	834	0	99.88%	100%
SRR7716241_k141_4090:2302-3135	41	18	834	0	99.88%	100%
SRR7716242_k141_947:13931-14764	41	18	834	0	100.00%	100%
SRR8942422_k119_327:3991-4824	41	18	834	0	99.88%	100%
SRR25947183_k141_13179:7097-7924	42	1	828	1	100	100%
SRR13622773_k141_1680:132-944	43	13	813	1	100	100%
SRR25947364_k141_12336:56568-57380	43	13	813	0	100.00%	100%
SRR25947439_k141_24291:2509-3321	43	13	813	0	100.00%	100%
SRR25947497_k141_63061:18677-19489	43	13	813	0	100.00%	100%
SRR4305074_k119_6462:1831-2643	43	13	813	0	99.63%	100%
SRR4408073_k119_239:2683-3495	43	13	813	0	99.63%	100%
SRR4408082_k119_9547:16691-17503	43	13	813	0	100.00%	100%
SRR5575426_k141_1806:7181-7993	43	13	813	0	100.00%	100%
SRR7217519_k141_8496:5073-5885	43	13	813	0	100.00%	100%
SRR7281064_k119_4720:1829-2641	43	13	813	0	99.75%	100%
SRR7716241_k141_4090:623-1435	43	13	813	0	100.00%	100%
SRR7716242_k141_947:16199-17011	43	13	813	0	100.00%	100%
SRR8942422_k119_327:5691-6503	43	13	813	0	100.00%	100%
SRR25947441_k141_86818:4019-4831	44	2	813	1	100	100%
SRR7280976_k119_623:260-1072	44	2	813	0	99.26%	100%
SRR25947364_k141_12336:55704-56504	45	13	801	1	100	100%
SRR25947439_k141_24291:1645-2445	45	13	801	0	100.00%	100%
SRR25947497_k141_63061:19553-20353	45	13	801	0	100.00%	100%
SRR4305074_k119_6462:967-1767	45	13	801	0	100.00%	100%
SRR4408073_k119_239:3559-4359	45	13	801	0	100.00%	100%
SRR4408082_k119_9547:17567-18367	45	13	801	0	100.00%	100%
SRR4408164_k119_13938:847-1647	45	13	801	0	99.88%	100%
SRR5575360_k141_5248:18121-18921	45	13	801	0	99.88%	100%
SRR5575426_k141_1806:6317-7117	45	13	801	0	100.00%	100%
SRR7217886_k141_996:3871-4671	45	13	801	0	99.88%	100%
SRR7281064_k119_4720:965-1765	45	13	801	0	100.00%	100%
SRR7716241_k141_4090:1499-2299	45	13	801	0	100.00%	100%
SRR8942422_k119_327:4827-5627	45	13	801	0	100.00%	100%
SRR25947160_k141_4924:6517-7314	46	9	798	1	100	100%
SRR25947161_k141_3558:7644-8441	46	9	798	0	100.00%	100%
SRR4408246_k119_107597:119221-120018	46	9	798	0	99.50%	100%
SRR7217632_k141_18097:3494-4291	46	9	798	0	100.00%	100%
SRR9865414_k141_28477:15821-16618	46	9	798	0	99.50%	100%
SRR9865814_k141_17589:3786-4583	46	9	798	0	100.00%	100%
SRR9865816_k141_14332:4267-5064	46	9	798	0	100.00%	100%
SRR4305052_k119_24056:118-873	46	9	756	0	99.21%	94%
SRR4408052_k119_4419:12790-13545	46	9	756	0	99.21%	94%
SRR4305222_k119_24735:52513-53307	47	1	795	1	100	100%
SRR7280806_k119_3664:38-832	48	2	795	1	100	100%
SRR7280845_k119_6714:3877-4638	48	2	762	0	100.00%	95%
SRR4305288_k119_3907:1027-1818	49	5	792	1	100	100%
SRR4305385_k119_1039:3592-4383	49	5	792	0	100.00%	100%
SRR4408157_k119_14350:865-1656	49	5	792	0	100.00%	100%
SRR7280806_k119_3664:1467-2258	49	5	792	0	100.00%	100%
SRR7280845_k119_6714:2451-3242	49	5	792	0	100.00%	100%
SRR4408080_k119_4252:7758-8549	50	1	792	1	100	100%
SRR13622718_k141_17777:2052-2840	51	6	789	1	100	100%
SRR25947183_k141_13179:8040-8828	51	6	789	0	99.75%	100%
SRR4305360_k119_10641:70855-71643	51	6	789	0	99.75%	100%
SRR4408123_k119_8314:3244-4032	51	6	789	0	100.00%	100%
SRR5575420_k141_359:50540-51328	51	6	789	0	99.75%	100%
SRR8942392_k119_31487:4970-5758	51	6	789	0	99.75%	100%
SRR25947560_k141_15271:2627-3415	52	1	789	1	100	100%
SRR4305488_k119_577:7791-8576	53	2	786	1	100	100%
SRR7716241_k141_4755:1647-2432	53	2	786	0	100.00%	100%
SRR13622811_k141_1277:1-777	54	1	777	1	100	100%
SRR13622637_k141_9924:15063-15836	55	1	774	1	100	100%
SRR7217568_k141_5590:3-767	56	1	765	1	100	100%
SRR13622638_k141_7327:1657-2391	57	10	735	1	100	100%
SRR13622713_k141_16442:3800-4534	57	10	735	0	100.00%	100%
SRR13622824_k141_11379:3729-4463	57	10	735	0	100.00%	100%
SRR13622934_k141_13760:3800-4534	57	10	735	0	100.00%	100%
SRR5575362_k141_997:217-951	57	10	735	0	100.00%	100%
SRR7281034_k119_7287:4026-4760	57	10	735	0	99.59%	100%
SRR7281056_k119_7745:247-981	57	10	735	0	100.00%	100%
SRR7716249_k141_16390:6536-7270	57	10	735	0	100.00%	100%
SRR8942431_k119_16032:6757-7491	57	10	735	0	100.00%	100%
SRR9865631_k141_8695:134-868	57	10	735	0	99.59%	100%
SRR25947335_k141_7474:530-1261	58	2	732	1	100	100%
SRR5575364_k141_665:776-1507	58	2	732	0	99.59%	100%
SRR25947183_k141_13179:362-1018	59	2	657	1	100	100%
SRR4305187_k119_368:6733-7389	59	2	657	0	100.00%	100%
SRR4305189_k119_2337:4002-4655	60	1	654	1	100	100%
SRR5575362_k141_997:4359-5003	61	3	645	1	100	100%
SRR7716249_k141_16390:10678-11322	61	3	645	0	100.00%	100%
SRR8942431_k119_16032:2705-3349	61	3	645	0	100.00%	100%
SRR4305501_k119_5146:4534-5154	62	1	621	1	100	100%
SRR7280825_k119_3483:1295-1861	63	1	567	1	100	100%
SRR7217728_k141_23758:3-566	64	1	564	1	100	100%
SRR4305385_k119_1039:2957-3496	65	3	540	1	100	100%
SRR7280806_k119_3664:832-1371	65	3	540	0	100.00%	100%
SRR7280845_k119_6714:3338-3877	65	3	540	0	100.00%	100%
SRR4408080_k119_4252:7122-7661	66	1	540	1	100	100%
SRR25947475_k141_30928:23331-23864	67	2	534	1	100	100%
SRR25947479_k141_2333:23291-23824	67	2	534	0	100.00%	100%
SRR7217585_k141_7322:5866-6393	68	2	528	1	100	100%
SRR7716242_k141_947:15608-16135	68	2	528	0	100.00%	100%
SRR7217519_k141_8496:3-527	69	1	525	1	100	100%
SRR4408157_k119_14350:2207-2722	70	2	516	1	100	100%
SRR4305288_k119_3907:3-476	70	2	474	0	100.00%	91%
SRR8942422_k119_828:668-1174	71	1	507	1	100	100%
SRR25947560_k141_15271:1722-2216	72	1	495	1	100	100%
SRR7217717_k141_3027:2547-3038	73	1	492	1	100	100%
SRR7280833_k119_6216:75-557	74	1	483	1	100	100%
SRR7217585_k141_7322:3-479	75	1	477	1	100	100%
SRR13622587_k141_8942:97308-97781	76	1	474	1	100	100%
SRR13622699_k141_2454:19151-19624	77	4	474	1	100	100%
SRR7280871_k119_4519:6445-6918	77	4	474	0	99.37%	100%
SRR7280872_k119_8553:41178-41651	77	4	474	0	99.37%	100%
SRR7280874_k119_6868:29644-30117	77	4	474	0	99.37%	100%
SRR13622807_k141_15961:56535-57008	78	1	474	1	100	100%
SRR13622872_k141_26432:770-1243	79	1	474	1	100	100%
SRR4408250_k119_38143:41202-41675	80	1	474	1	100	100%
SRR7217585_k141_7322:6457-6930	81	1	474	1	100	100%
SRR7217720_k141_8803:10060-10533	82	1	474	1	100	100%
SRR7217738_k141_8142:31091-31564	83	1	474	1	100	100%
SRR13622718_k141_17777:1486-1956	84	2	471	1	100	100%
SRR4408123_k119_8314:2678-3148	84	2	471	0	100.00%	100%
SRR25947375_k141_16682:211-681	85	1	471	1	100	100%
SRR4305088_k119_6277:760-1230	86	4	471	1	100	100%
SRR4305187_k119_368:236-706	86	4	471	0	100.00%	100%
SRR4408073_k119_2539:3279-3749	86	4	471	0	100.00%	100%
SRR7281064_k119_3342:1136-1606	86	4	471	0	100.00%	100%
SRR4305488_k119_577:8710-9180	87	3	471	1	100	100%
SRR4408109_k119_17776:858-1328	87	3	471	0	100.00%	100%
SRR7716241_k141_4755:1043-1513	87	3	471	0	100.00%	100%
SRR7217585_k141_7322:5375-5845	88	2	471	1	100	100%
SRR7716242_k141_947:15117-15587	88	2	471	0	100.00%	100%
SRR4408109_k119_17776:1462-1887	89	1	426	1	100	100%
SRR7217519_k141_8496:5949-6362	90	1	414	1	100	100%
SRR13622638_k141_7717:11360-11737	91	2	378	1	100	100%
SRR4305075_k119_21959:11325-11702	91	2	378	0	100.00%	100%
SRR13622811_k141_1277:2631-3008	92	1	378	1	100	100%
SRR7217785_k141_14659:1-306	93	1	306	1	100	100%
