subtype	SC00000378.kneaddata_paired	SC00000553.kneaddata_paired	SC00000858.kneaddata_paired	SC00001700.kneaddata_paired	SC00001720.kneaddata_paired	SC00001864.kneaddata_paired	SC00001943.kneaddata_paired	SC00002070.kneaddata_paired	SC00002103.kneaddata_paired	SC00002108.kneaddata_paired	SC00002463.kneaddata_paired	SC00002787.kneaddata_paired	SC00002803.kneaddata_paired	SC00002818.kneaddata_paired	SC00003651.kneaddata_paired	SC00003652.kneaddata_paired	SC00004621.kneaddata_paired	SC00004851.kneaddata_paired	SC00004966.kneaddata_paired	SC00004967.kneaddata_paired	SC00005808.kneaddata_paired	SC00005813.kneaddata_paired	SC00005845.kneaddata_paired	SC00005855.kneaddata_paired	SC00005863.kneaddata_paired	SC00007310.kneaddata_paired	SC00007313.kneaddata_paired	SC00007325.kneaddata_paired	SC00007509.kneaddata_paired	SC00007510.kneaddata_paired	SC00008013.kneaddata_paired	SC00008023.kneaddata_paired	SC00008896.kneaddata_paired	SC00008904.kneaddata_paired	SC00008985.kneaddata_paired	SC00008998.kneaddata_paired	SC00009004.kneaddata_paired	SC00009007.kneaddata_paired	SC00009837.kneaddata_paired	SC00009843.kneaddata_paired	SC00009872.kneaddata_paired	SC00009972.kneaddata_paired	SC00024944.kneaddata_paired	SC00026292.kneaddata_paired	SC00032321.kneaddata_paired	SC00037679.kneaddata_paired	SC00037693.kneaddata_paired	SC00038836.kneaddata_paired	SC00038859.kneaddata_paired	SC00038864.kneaddata_paired	SC00041523.kneaddata_paired	SC00043321.kneaddata_paired	SC00043893.kneaddata_paired	SC00044423.kneaddata_paired	SC00046044.kneaddata_paired	SC00046133.kneaddata_paired	SC00046143.kneaddata_paired	SC00048329.kneaddata_paired	SC00049990.kneaddata_paired	SC00050585.kneaddata_paired	SC00050662.kneaddata_paired	SC00051654.kneaddata_paired	SC00053767.kneaddata_paired	SC00054575.kneaddata_paired	SC00055476.kneaddata_paired	SC00056203.kneaddata_paired	SC00056243.kneaddata_paired	SC00056258.kneaddata_paired	SC00056279.kneaddata_paired	SC00057853.kneaddata_paired	SC00058108.kneaddata_paired	SC00058109.kneaddata_paired	SC00060358.kneaddata_paired	SC00060382.kneaddata_paired	SC00060695.kneaddata_paired	SC00060930.kneaddata_paired	SC00060997.kneaddata_paired	SC00061426.kneaddata_paired	SC00061473.kneaddata_paired	SC00061687.kneaddata_paired	SC00061886.kneaddata_paired	SC00062692.kneaddata_paired	SC00062695.kneaddata_paired	SC00065146.kneaddata_paired	SC00065767.kneaddata_paired	SC00065781.kneaddata_paired	SC00065896.kneaddata_paired	SC00066529.kneaddata_paired	SC00075098.kneaddata_paired	SC00075227.kneaddata_paired	SC00075286.kneaddata_paired	SC00076979.kneaddata_paired	SC00079612.kneaddata_paired	SC00080168.kneaddata_paired	SC00080654.kneaddata_paired	SC00081168.kneaddata_paired	SC00081663.kneaddata_paired	SC00082121.kneaddata_paired	SC00082632.kneaddata_paired	SC00082741.kneaddata_paired	SC00082921.kneaddata_paired	SC00083228.kneaddata_paired	SC00083572.kneaddata_paired	SC00084039.kneaddata_paired	SC00084733.kneaddata_paired	SC00084793.kneaddata_paired	SC00084808.kneaddata_paired	SC00084959.kneaddata_paired	SC00084961.kneaddata_paired	SC00085221.kneaddata_paired	SC00085433.kneaddata_paired	SC00086127.kneaddata_paired	SC00086356.kneaddata_paired	SC00086428.kneaddata_paired	SC00086441.kneaddata_paired	SC00087304.kneaddata_paired	SC00088328.kneaddata_paired	SC00088579.kneaddata_paired	SC00088881.kneaddata_paired	SC00089003.kneaddata_paired	SC00089156.kneaddata_paired	SC00089373.kneaddata_paired	SC00090159.kneaddata_paired	SC00090327.kneaddata_paired	SC00090468.kneaddata_paired	SC00091152.kneaddata_paired	SC00091690.kneaddata_paired	SC00091744.kneaddata_paired	SC00092098.kneaddata_paired	SC00092474.kneaddata_paired	SC00092660.kneaddata_paired	SD00178452.kneaddata_paired	SD00178828.kneaddata_paired	SD00181844.kneaddata_paired	SD00181858.kneaddata_paired	SD00190854.kneaddata_paired	SD00191090.kneaddata_paired	SD00191781.kneaddata_paired	SD00192061.kneaddata_paired	SD00192078.kneaddata_paired	SD00192358.kneaddata_paired	SD00192671.kneaddata_paired	SD00193093.kneaddata_paired	SD00193137.kneaddata_paired	SD00193146.kneaddata_paired	SD00193415.kneaddata_paired	SD00193422.kneaddata_paired	SD00193428.kneaddata_paired	SD00193777.kneaddata_paired	SD00194785.kneaddata_paired	SD00195472.kneaddata_paired	SD00195785.kneaddata_paired	SD00195810.kneaddata_paired	SD00198723.kneaddata_paired	SD00198782.kneaddata_paired	SD00199318.kneaddata_paired	SD00199825.kneaddata_paired	SD00199843.kneaddata_paired	SD00200671.kneaddata_paired	SD00202254.kneaddata_paired	SD00202782.kneaddata_paired
beta_lactam__OKP-B-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03693751869877295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042928744198951756	0.0	0.0	0.0020007516512020765	0.08068261252221808	0.0	0.0002705430981792516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
beta_lactam__OKP-B-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029827419593341804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028097925912802797	0.0	0.0	0.00018188651374564333	0.003808952095419756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
beta_lactam__OKP-B-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004488561097038949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032691325975069694	0.0	0.0	0.00018559848341392177	0.003465459421484106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
beta_lactam__OKP-B-20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006040935410642906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001600360128077029	0.0	0.0	0.0002505579526087944	0.0033356955224417497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
beta_lactam__OKP-B-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00352213985940753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004119400268607436	0.0	0.0	9.094325687282167e-05	0.0037059042932390605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
beta_lactam__OKP-B-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.742473750916876e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0135651899711201	0.0	0.0	0.0008556090085381794	0.015548768373487058	0.0	8.709264119469059e-05	0.0	0.00018560637259512803	0.0	0.0	0.0	0.0	0.0	0.0	0.0
beta_lactam__OKP-B-5	0.0	0.0	0.0	0.0	0.0	0.0	9.856891779758168e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0067296309437722725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04962582375782067	0.0	0.0	0.0021974860436208337	0.06465677099048706	0.0	0.0007134184438288485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
beta_lactam__OKP-B-6	0.0	0.004644753081586063	0.0	0.0	0.0	0.0001434013011871653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05955209672952677	0.0	0.0	0.0	0.0	0.0	7.599511674154423e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016484205647032858	0.0	0.0	0.0	0.0	0.0	0.03630740687515214	0.0	0.0	0.0009094325687282167	0.062225606176075844	0.0	0.0006374440121483736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
beta_lactam__OKP-B-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.80741742889761e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17620331402396106	0.0	0.0	0.0	0.0	0.0	7.599511674154423e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.480619270389601e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011687644523050916	0.0	0.0	0.00016484205647032858	0.0	0.0	0.0	0.0	0.0001871977465075226	0.18046442659526327	0.0	0.0	0.008079101983008015	0.282801335036486	0.0	0.002334823997985322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
beta_lactam__OKP-B-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008424881486859945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035476685587295356	0.0	0.0	0.0	0.008911726595997125	0.0	0.00018159742206552506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
beta_lactam__OKP-B-9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.063543929531966e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005534048635629905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
beta_lactam__ORN-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001472572354290866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
beta_lactam__ORN-6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.406144849840028e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
beta_lactam__OXA-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005950377803969568	0.0	0.0	0.0	0.0	0.0	0.0	0.00019608773993474703	0.0	0.0	0.0	0.0007376584338380015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006188909165596143	0.0	0.0	0.00023738293303190752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011265702661212422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
beta_lactam__OXA-10	0.0	0.0	0.0	0.0	0.0004991284692661118	0.0	0.0	0.0	0.0005139333526395789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019063439507263283	0.0	0.0	0.0	0.0	0.0	0.0017985002020340997	0.0	0.0015526034605023262	0.036599327182585156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004347589544807069	0.0	0.0	0.0	0.0	0.0	0.02980624397497644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16673150852875898	0.0	0.0	0.0	0.0	0.0	0.0	0.04519515956461426	0.0	0.6111761948461947	0.0	0.9945780523492824	0.0	0.0	0.0	0.0	0.0001983173957286076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007448187529641623	0.0	0.0	0.0	0.0	0.000306368258798446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.721413286935709	0.6756825845670181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
beta_lactam__OXA-100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009939880995576886	0.0	0.0	0.0	0.0	0.00040305674146956603	0.0	0.0	0.0	0.0001222151853925959	0.00013268745327593153	0.0	0.0	9.205278531275172e-05	0.0008665387536408688	0.0	0.0	0.0	0.0	0.0	0.0006886015324085028	0.0	0.0	0.0002261268932425408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00047752077213731643	0.0	0.0	0.0	0.0	0.0	0.0010651522955550238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007423175532491772	0.0	0.0	0.0	0.0005378508780768882	0.0	0.00017281656339322547	0.0	0.0	0.0	0.0	8.001795413237347e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010896610170500676	0.0	0.0	0.00028663297635202016	0.0	0.0	0.0	0.0	7.40975605482506e-05	0.0	0.00012496487900413153	0.0	0.0	5.6180796402739675e-05	0.0	0.0009699613919451149	0.0007582023753392725	0.0	0.00040469113713279984	0.0	0.0	0.0	0.0	0.0	0.0	0.0
